Year,Month,Day,Hour,temperature_f,wind_speed_mph,wind_bearing_deg,relative_humidity,visibility_miles_max_10,pressure_mb,Value,more_polluted
2014,2,17,23,28,7,150,0.46,6.2,1036.8,45,0
2014,2,18,2,26.07,2.04,100,0.51,7.71,1035.28,27,0
2014,2,18,5,23.97,3.6,125,0.54,5.87,1034.68,60,0
2014,2,18,8,25.52,5.46,151,0.52,5.79,1034.99,71,0
2014,2,18,11,32.35,7.03,199,0.4,5.77,1033.98,82,0
2014,2,18,14,34.8,7.99,182,0.36,5.74,1030,63,0
2014,2,18,17,32.5,6.93,170,0.42,5.51,1028.57,88,0
2014,2,18,20,28.18,3.38,117,0.6,4.22,1029.55,93,0
2014,2,18,23,27.88,1.66,57,0.53,4.86,1029.8,118,1
2014,2,19,2,23.59,0.55,66,0.64,5.61,1029.28,119,1
2014,2,19,5,19.27,3.17,5,0.74,5.11,1028.99,122,1
2014,2,19,8,24.78,5.29,357,0.72,3.22,1030.94,103,1
2014,2,19,11,35.77,4.24,14,0.33,9.41,1030.54,38,0
2014,2,19,14,38.87,1.16,62,0.38,9.47,1027.98,18,1
2014,2,19,17,36.88,5.53,160,0.49,9.41,1027.82,15,1
2014,2,19,20,27.51,5.69,163,0.52,4.39,1029.65,89,0
2014,2,19,23,27,6.36,131,0.71,3.54,1030.7,152,1
2014,2,20,2,23.29,3.74,128,0.79,3.45,1030.7,160,1
2014,2,20,5,24.15,1.2,87,0.81,3.87,1030.85,180,1
2014,2,20,8,24.52,3.74,151,0.81,2.01,1032.3,190,1
2014,2,20,11,31.12,5.31,90,0.59,2.36,1032.33,221,0
2014,2,20,14,35.11,6.68,170,0.52,2.42,1030.3,273,0
2014,2,20,17,32.16,4.98,135,0.66,1.79,1029.15,384,0
2014,2,20,20,27.07,2.79,114,0.77,1.56,1029.93,394,0
2014,2,20,23,25.23,1.89,64,0.79,1.11,1030.1,400,0
2014,2,21,2,22.4,1.33,74,0.85,1.11,1029.67,357,0
2014,2,21,5,23.41,0.52,335,0.84,1.34,1029,313,0
2014,2,21,8,28.37,3.44,355,0.83,0.88,1029.86,305,0
2014,2,21,11,33.63,3.26,39,0.64,1.25,1029.69,267,0
2014,2,21,14,38.2,2.38,66,0.51,1.51,1027,327,0
2014,2,21,17,36.61,2.38,80,0.54,1.23,1026.62,321,0
2014,2,21,20,29.16,0.75,24,0.69,2.2,1028.56,330,0
2014,2,21,23,30.23,4,340,0.71,1.62,1029,384,0
2014,2,22,2,29.4,3.14,338,0.71,1.34,1029.48,340,0
2014,2,22,5,30.46,2.62,333,0.68,1.31,1029.68,296,0
2014,2,22,8,32.9,2.3,7,0.68,1.01,1030.65,350,0
2014,2,22,11,39.37,3.21,76,0.53,1.09,1031.14,323,0
2014,2,22,14,41.5,3.82,105,0.53,1.09,1029.5,360,0
2014,2,22,17,39.26,4.38,106,0.6,1.01,1029.18,335,0
2014,2,22,20,36.34,3.53,134,0.69,0.88,1031.18,355,0
2014,2,22,23,35.3,3.79,154,0.67,0.95,1031.8,287,0
2014,2,23,2,32.71,3.53,144,0.71,1.06,1031.95,264,0
2014,2,23,5,32.71,0.89,103,0.69,1.38,1031.44,233,0
2014,2,23,8,34.09,2.51,40,0.66,1,1032.33,246,0
2014,2,23,11,34.7,4.29,98,0.65,0.95,1032.18,270,0
2014,2,23,14,35.35,4.26,124,0.63,0.96,1030.02,316,0
2014,2,23,17,35.37,2.18,115,0.66,1,1029.41,348,0
2014,2,23,20,34.95,1.94,61,0.67,0.97,1029.98,358,0
2014,2,23,23,35.77,2.18,36,0.62,1.09,1030.2,348,0
2014,2,24,2,34.58,0.51,35,0.68,1.09,1029.19,339,0
2014,2,24,5,34.24,1.64,24,0.68,1.06,1028.2,344,0
2014,2,24,8,34.52,1.27,199,0.67,0.85,1029.29,323,0
2014,2,24,11,40.37,1.33,16,0.55,1.01,1028.61,347,0
2014,2,24,14,43.95,1.74,183,0.48,1.12,1026.21,366,0
2014,2,24,17,42.44,3,181,0.5,1.13,1025.39,425,0
2014,2,24,20,36.83,2.93,159,0.65,1.05,1027.29,343,0
2014,2,24,23,30.82,2,91,0.76,1.14,1027.4,371,0
2014,2,25,2,27.99,1.92,52,0.81,0.94,1027.66,453,0
2014,2,25,5,28.79,2.15,341,0.82,0.93,1027.13,463,0
2014,2,25,8,33.25,3.23,353,0.78,0.73,1027.9,371,0
2014,2,25,11,42.52,1.45,103,0.54,0.8,1027.53,397,0
2014,2,25,14,46.96,2.26,208,0.46,0.88,1024.53,410,0
2014,2,25,17,45.53,1.37,100,0.49,0.96,1024,482,0
2014,2,25,20,37.76,1.04,45,0.66,1.05,1025.6,523,0
2014,2,25,23,34.82,0.23,170,0.7,1.04,1025.8,541,0
2014,2,26,2,32.12,3.43,352,0.78,1.12,1024.96,495,0
2014,2,26,5,31.35,1.04,351,0.8,0.94,1023.64,478,0
2014,2,26,8,35.12,1.51,143,0.77,0.58,1023.88,526,0
2014,2,26,11,44.46,2.41,137,0.62,0.67,1022.85,551,0
2014,2,26,14,48.12,3.54,287,0.53,0.79,1020.88,502,0
2014,2,26,17,46.66,8.99,292,0.64,1.48,1021.53,188,1
2014,2,26,20,42.15,7.95,356,0.75,3.94,1023.88,58,0
2014,2,26,23,43,12.75,331,0.64,1.75,1024.5,31,0
2014,2,27,2,37.79,13.27,321,0.37,8.64,1027.5,17,1
2014,2,27,5,34.91,16.82,320,0.29,10,1028.21,13,1
2014,2,27,8,35.99,9.98,348,0.28,10,1031.9,10,1
2014,2,27,11,40.61,11.7,348,0.22,10,1032.08,8,0
2014,2,27,14,43.86,4.03,340,0.16,10,1029.57,14,1
2014,2,27,17,42.83,3.67,359,0.14,10,1027.89,17,1
2014,2,27,20,34.48,1.35,157,0.26,7.02,1028.95,45,0
2014,2,27,23,30.47,2.06,219,0.48,6.06,1029,42,0
2014,2,28,2,28.18,3.33,92,0.73,8.11,1029,114,1
2014,2,28,5,26.05,2.91,87,0.73,5.44,1028.5,48,0
2014,2,28,8,29.51,1.77,112,0.67,5.7,1029.64,63,0
2014,2,28,11,35.44,5.29,193,0.47,5.47,1028.88,106,1
2014,2,28,14,41.27,1.74,164,0.37,6.05,1024.81,103,1
2014,2,28,17,39.26,4.72,157,0.39,6.05,1023.39,118,1
2014,2,28,20,33.51,2.61,188,0.56,5.12,1024.46,171,1
2014,2,28,23,30.23,3.31,1,0.69,3.94,1025.3,168,1
2014,3,1,2,26.78,3.06,344,0.78,3.19,1025.52,210,0
2014,3,1,5,28.04,6.39,332,0.7,4.17,1026.01,149,1
2014,3,1,8,32.29,7.94,336,0.54,4.85,1026.5,45,0
2014,3,1,11,47.2,11.72,321,0.11,9.5,1025.95,14,1
2014,3,1,14,51.35,8.17,341,0.09,10,1022.48,10,1
2014,3,1,17,49.58,9.67,291,0.08,10,1021.07,29,0
2014,3,1,20,42.48,6.25,206,0.23,5.35,1022.28,74,0
2014,3,1,23,36,9.72,113,0.41,2.78,1022.5,125,1
2014,3,2,2,30.37,2.87,117,0.63,2.75,1022.63,124,1
2014,3,2,5,27.96,3.27,132,0.69,2.96,1023.17,139,1
2014,3,2,8,29.96,1.98,30,0.57,4.09,1024.41,146,1
2014,3,2,11,42.22,3.52,356,0.36,4.4,1024.05,174,1
2014,3,2,14,48.75,3.02,187,0.24,4.44,1021.43,141,1
2014,3,2,17,47.14,4.62,218,0.25,4.58,1020.58,144,1
2014,3,2,20,40.71,5.3,142,0.45,3.29,1022.43,183,1
2014,3,2,23,35.77,3.94,93,0.67,2.05,1023.3,306,0
2014,3,3,2,29.3,2.93,48,0.74,3.04,1023.92,188,1
2014,3,3,5,26.77,1.36,93,0.74,2.92,1022.98,209,0
2014,3,3,8,30.54,2.61,43,0.76,2.5,1023.26,246,0
2014,3,3,11,36,1.23,108,0.58,2.2,1022.46,260,0
2014,3,3,14,38.86,3.34,46,0.49,2.15,1020.01,308,0
2014,3,3,17,38.13,5.26,11,0.52,1.85,1020.06,230,0
2014,3,3,20,36.62,4.98,345,0.59,1.84,1021.95,241,0
2014,3,3,23,36.12,6.99,1,0.48,2.31,1022.3,266,0
2014,3,4,2,32.46,7.15,343,0.58,3.78,1024.42,226,0
2014,3,4,5,29.22,5.04,346,0.72,3.44,1025.31,3,0
2014,3,4,8,36.83,6.1,308,0.37,8.12,1027.53,6,0
2014,3,4,11,43.04,12.31,326,0.15,9.36,1027.95,8,0
2014,3,4,14,46.09,13.81,316,0.08,9.29,1026.05,11,1
2014,3,4,17,43.03,14.56,345,0.09,10,1025.89,11,1
2014,3,4,20,36.29,11.22,331,0.18,8.95,1028.71,9,0
2014,3,4,23,30,10.75,359,0.23,10,1029.5,14,1
2014,3,5,2,26.68,3.92,354,0.34,8.78,1030.76,18,1
2014,3,5,5,22.06,1.02,109,0.49,8.45,1030.8,26,0
2014,3,5,8,31.78,1.34,271,0.3,8.16,1031.47,27,0
2014,3,5,11,41.96,5.55,268,0.13,9.88,1030.48,27,0
2014,3,5,14,44.5,10.12,231,0.12,9.5,1026.82,27,0
2014,3,5,17,43.23,11.59,246,0.13,9.94,1025.74,39,0
2014,3,5,20,39.82,6.93,261,0.17,6.7,1027.54,49,0
2014,3,5,23,37.23,10.28,325,0.13,9.41,1029,12,1
2014,3,6,2,29.77,4.34,327,0.2,8.82,1030.39,11,1
2014,3,6,5,25.23,4.4,10,0.25,10,1031.05,12,1
2014,3,6,8,32.16,4.6,1,0.16,10,1032.96,23,0
2014,3,6,11,38.67,5.47,335,0.1,10,1032.51,13,1
2014,3,6,14,42.67,7.96,12,0.1,9.67,1029.5,11,1
2014,3,6,17,42.43,7.58,184,0.11,10,1028.22,17,1
2014,3,6,20,36.14,6.63,183,0.2,6.88,1029.14,41,0
2014,3,6,23,33.77,9.22,191,0.34,5.07,1030.1,67,0
2014,3,7,2,26.69,2.51,152,0.52,5.86,1030.16,91,0
2014,3,7,5,20.04,1.39,27,0.62,6.75,1031.34,100,1
2014,3,7,8,30.14,2.98,7,0.41,4.07,1032.67,92,0
2014,3,7,11,40.73,6.2,40,0.13,9.02,1031.96,26,0
2014,3,7,14,44.48,2.15,6,0.09,10,1028.92,17,1
2014,3,7,17,43.4,6.61,141,0.12,9.23,1027.67,40,0
2014,3,7,20,37.26,3.62,172,0.21,5.95,1028.38,51,0
2014,3,7,23,36,2.18,146,0.32,4.67,1028.2,111,1
2014,3,8,2,33.6,5.01,92,0.36,4.78,1026.85,110,1
2014,3,8,5,30.68,1.99,96,0.63,3.62,1025.19,141,1
2014,3,8,8,32.01,1.04,48,0.63,2.26,1025.43,167,1
2014,3,8,11,40.12,2.03,39,0.48,3.22,1023.93,205,0
2014,3,8,14,49.04,6.06,231,0.29,4.39,1020.77,202,0
2014,3,8,17,47.38,1.58,277,0.27,4,1019.99,187,1
2014,3,8,20,38.07,2.24,354,0.45,3.58,1022.75,213,0
2014,3,8,23,32.59,1.75,35,0.58,3.47,1024.3,134,1
2014,3,9,5,28.18,5.66,161,0.59,5.44,1025.94,143,1
2014,3,9,8,33.16,1.86,97,0.48,5.36,1027.97,100,1
2014,3,9,11,44.2,1.59,246,0.27,6.28,1028,145,1
2014,3,9,14,48.83,6.76,178,0.19,5.67,1025.48,147,1
2014,3,9,17,45.29,6.45,153,0.26,6.05,1024.64,124,1
2014,3,9,20,39.28,8.12,147,0.36,5.84,1026.58,98,0
2014,3,9,23,32,4.39,119,0.65,4.4,1028.4,55,0
2014,3,10,2,29.36,5.28,133,0.65,5.74,1027.83,48,0
2014,3,10,5,24.78,2.49,352,0.72,4.23,1027.14,78,0
2014,3,10,8,29.55,1.61,61,0.65,2.88,1027.1,81,0
2014,3,10,11,39.09,4.26,98,0.47,3.71,1025.46,96,0
2014,3,10,14,46.46,5.24,86,0.34,3.57,1021.46,111,1
2014,3,10,17,46.34,6.33,146,0.37,3.45,1019.49,135,1
2014,3,10,20,38.84,1.19,133,0.52,2.78,1020.15,183,1
2014,3,10,23,36.12,1.86,47,0.63,2.83,1019.9,224,0
2014,3,11,2,31.72,0.96,85,0.72,2.12,1018.56,257,0
2014,3,11,5,32.68,2.06,345,0.72,2.44,1017.09,259,0
2014,3,11,8,37.38,4.35,328,0.57,2.11,1017.96,245,0
2014,3,11,11,49.36,2.73,0,0.35,2.26,1017.42,272,0
2014,3,11,14,53.99,2.86,0,0.3,3,1015.64,225,0
2014,3,11,17,53.76,6.44,54,0.29,2.99,1015.98,202,0
2014,3,11,20,49.35,14.58,28,0.28,4.8,1020.46,18,1
2014,3,11,23,46,11.84,17,0.28,8.13,1023,10,1
2014,3,12,2,41.32,9.09,8,0.35,9.42,1025.02,13,1
2014,3,12,5,40.44,9.14,358,0.33,9.58,1025.36,10,1
2014,3,12,8,40.26,9.63,342,0.24,9.88,1027.99,11,1
2014,3,12,11,45.44,9.59,349,0.12,9.67,1028.14,11,1
2014,3,12,14,49.59,7.84,353,0.08,10,1025.31,13,1
2014,3,12,17,46.71,5.06,330,0.08,10,1023.66,15,1
2014,3,12,20,39.54,0.75,160,0.23,9.81,1024.87,35,0
2014,3,12,23,36.12,5.78,358,0.2,2.65,1025.6,36,0
2014,3,13,2,32.05,3.27,342,0.25,8.85,1026.27,20,0
2014,3,13,5,25.64,2.35,358,0.49,6.12,1025.66,18,1
2014,3,13,8,37.78,3.95,345,0.25,5.93,1026,21,0
2014,3,13,11,47.7,3.98,18,0.1,10,1023.74,15,1
2014,3,13,14,52.45,2.94,227,0.09,10,1019.79,18,1
2014,3,13,17,52.63,9.51,222,0.09,9.56,1017.7,28,0
2014,3,13,20,47.77,5.91,216,0.19,6.31,1018.86,39,0
2014,3,13,23,49.77,16.28,317,0.08,5,1019.7,24,0
2014,3,14,2,43.58,11.43,294,0.13,9.23,1020.37,13,1
2014,3,14,5,41.99,13.31,326,0.14,10,1021.1,7,0
2014,3,14,8,46.11,8.86,347,0.12,9.6,1022.41,12,1
2014,3,14,11,53.16,5.35,271,0.09,10,1021.52,12,1
2014,3,14,14,59.52,8.07,252,0.08,10,1017.59,22,0
2014,3,14,17,58.92,13.06,192,0.08,9.78,1014.53,30,0
2014,3,14,20,52.95,8.19,184,0.14,7.81,1014.22,52,0
2014,3,14,23,50.23,7.25,169,0.19,6.2,1013.1,72,0
2014,3,15,2,38.34,0.45,173,0.35,6.9,1012.14,78,0
2014,3,15,5,33.69,1.11,342,0.43,5.25,1010.99,87,0
2014,3,15,8,43.4,1.63,353,0.27,3.82,1011.45,99,0
2014,3,15,11,57.57,2.13,349,0.16,6.92,1011.62,109,1
2014,3,15,14,68.47,0.56,85,0.1,4.91,1009.27,123,1
2014,3,15,17,67.64,1.81,201,0.12,5.54,1009.13,116,1
2014,3,15,20,54.86,3.51,111,0.25,3.77,1011.4,168,1
2014,3,15,23,53.06,10.77,130,0.3,3.65,1013.3,205,0
2014,3,16,2,44.17,1.77,71,0.32,4.73,1014.79,137,1
2014,3,16,5,41.57,0.63,41,0.36,4.2,1015.61,121,1
2014,3,16,8,47.05,6.29,50,0.28,4.53,1017.94,78,0
2014,3,16,11,58.66,7.6,93,0.19,5.56,1017.48,73,0
2014,3,16,14,61.32,8.17,119,0.19,4.85,1014.35,104,1
2014,3,16,17,58.96,8.65,141,0.26,4,1012.11,137,1
2014,3,16,20,50.55,4.48,115,0.37,3.84,1012.58,157,1
2014,3,16,23,45.65,3.76,158,0.45,3.58,1012.2,149,1
2014,3,17,2,41.78,2.71,340,0.57,3.42,1011.1,148,1
2014,3,17,5,38.65,2.61,12,0.64,3.49,1010.37,152,1
2014,3,17,8,47.02,5.93,328,0.44,3.02,1011.26,181,1
2014,3,17,11,59.01,10.19,290,0.21,4.6,1012.23,36,0
2014,3,17,14,67.18,18.47,295,0.15,6.37,1011.4,30,0
2014,3,17,17,64.18,21.94,320,0.16,7.07,1012.51,22,0
2014,3,17,20,59.38,12.72,321,0.19,9.52,1016.31,26,0
2014,3,17,23,56.77,10.98,339,0.18,10,1018,23,0
2014,3,18,2,50.45,7.09,22,0.24,9.75,1020.47,17,1
2014,3,18,5,46.52,4.33,56,0.3,6.73,1022.23,17,1
2014,3,18,8,51.51,5.07,32,0.27,8.92,1024.26,18,1
2014,3,18,11,56.71,8.61,180,0.24,5.51,1024.59,52,0
2014,3,18,14,55.79,11.99,152,0.24,5.74,1022.2,79,0
2014,3,18,17,52.34,13.88,180,0.27,6.9,1021.45,60,0
2014,3,18,20,47.27,6.27,175,0.31,8.58,1021.97,57,0
2014,3,18,23,45,3.94,143,0.26,8.8,1022,34,0
2014,3,19,2,42.49,4.86,118,0.4,6.62,1020.97,72,0
2014,3,19,5,41.45,1.83,108,0.43,5.92,1021.22,78,0
2014,3,19,8,43.19,1.33,281,0.4,5.2,1022.24,94,0
2014,3,19,11,47.17,6.28,289,0.37,6.71,1022.68,79,0
2014,3,19,14,51.88,8.06,341,0.4,5.74,1022.59,76,0
2014,3,19,17,51.54,3.99,12,0.38,6.56,1022.55,48,0
2014,3,19,20,45.87,9.37,342,0.4,8.27,1025.48,15,1
2014,3,19,23,47.41,9.8,332,0.53,9.27,1028.1,10,1
2014,3,20,2,41.85,8.74,322,0.23,10,1029.21,6,0
2014,3,20,5,42.55,7.92,310,0.23,9.75,1028.68,9,0
2014,3,20,8,49.94,10.88,324,0.18,9.56,1029.82,11,1
2014,3,20,11,56.23,10.89,334,0.13,10,1028.92,17,1
2014,3,20,14,61.46,5.51,325,0.11,10,1025.44,9,0
2014,3,20,17,61.04,8.36,316,0.11,10,1023.45,11,1
2014,3,20,20,50.19,2.12,270,0.19,9.38,1024.55,11,1
2014,3,20,23,53.06,6.36,316,0.14,9.27,1024.3,6,0
2014,3,21,2,47.38,5.52,310,0.21,8.84,1024.19,12,1
2014,3,21,5,40.73,1.52,34,0.33,5.39,1023.73,16,1
2014,3,21,8,49.95,1.68,246,0.23,5.12,1024.51,19,1
2014,3,21,11,63.55,6.6,254,0.1,8.66,1022.31,20,0
2014,3,21,14,69.85,7.74,212,0.07,10,1018.7,19,1
2014,3,21,17,67.29,10.63,221,0.08,10,1016.71,36,0
2014,3,21,20,55.24,4.6,175,0.16,6.93,1016.98,54,0
2014,3,21,23,60.53,7.21,207,0.16,5,1016.1,71,0
2014,3,22,2,43.37,1.97,351,0.36,5.53,1015.9,75,0
2014,3,22,5,38.58,2.31,324,0.44,6.44,1016.05,98,0
2014,3,22,8,51.46,4.3,313,0.24,5.03,1017.73,89,0
2014,3,22,11,66.93,10.19,6,0.23,6.31,1018.15,37,0
2014,3,22,14,72.81,9.23,3,0.06,10,1016.73,17,1
2014,3,22,17,68.85,6.4,47,0.06,10,1017.85,11,1
2014,3,22,20,60.39,9.91,115,0.15,8.43,1021.2,61,0
2014,3,22,23,50,2.55,96,0.23,4.78,1024.1,98,0
2014,3,23,2,45.06,1.93,99,0.38,5.43,1025.49,125,1
2014,3,23,5,41.01,1.63,93,0.52,4.14,1025.57,150,1
2014,3,23,8,48.5,2.74,68,0.39,3.18,1026.77,184,1
2014,3,23,11,61.38,3.73,219,0.24,3.46,1025.44,128,1
2014,3,23,14,65.23,9.7,154,0.19,3.59,1021.7,145,1
2014,3,23,17,62.77,7.63,153,0.26,2.89,1019.4,165,1
2014,3,23,20,55.39,8.06,133,0.4,2.42,1019.78,152,1
2014,3,23,23,49.53,1.97,133,0.52,2.34,1019.3,247,0
2014,3,24,2,44.64,0.15,190,0.56,2.44,1017.84,261,0
2014,3,24,5,40.52,1.24,111,0.67,1.72,1016.36,270,0
2014,3,24,8,49,1.15,125,0.54,1.52,1016.59,271,0
2014,3,24,11,59.86,1.65,342,0.37,1.77,1014.99,270,0
2014,3,24,14,70.34,6.94,208,0.22,3.39,1011.57,242,0
2014,3,24,17,69.12,5.5,239,0.22,4.18,1009.59,168,1
2014,3,24,20,59.9,2.01,156,0.37,2.98,1011.13,225,0
2014,3,24,23,50.82,1.38,50,0.58,2.06,1011.4,290,0
2014,3,25,2,46.5,0.38,76,0.63,2.1,1011.75,324,0
2014,3,25,5,44.71,2.48,343,0.61,2.31,1011.43,250,0
2014,3,25,8,52.68,5.75,335,0.43,2.03,1012.62,233,0
2014,3,25,11,64.85,3.9,184,0.3,2.91,1012.06,226,0
2014,3,25,14,72.39,3.56,204,0.24,2.87,1008.71,206,0
2014,3,25,17,71.33,8.16,191,0.27,3.22,1007.42,163,1
2014,3,25,20,59.26,4.14,165,0.48,3.91,1009.34,147,1
2014,3,25,23,54,1.83,95,0.59,4.48,1009.7,190,1
2014,3,26,2,49.62,3.36,92,0.66,2.21,1010.07,248,0
2014,3,26,5,47.34,1.27,91,0.73,1.78,1010.41,311,0
2014,3,26,8,52.71,1.24,110,0.69,1.09,1012.47,330,0
2014,3,26,11,65.51,1.62,185,0.45,1.46,1012.01,331,0
2014,3,26,14,73.89,4.22,243,0.3,2.69,1009.03,286,0
2014,3,26,17,73.86,5.56,222,0.31,3.02,1007.59,309,0
2014,3,26,20,62.7,3.57,157,0.5,2.55,1009.83,387,0
2014,3,26,23,56.05,0.97,42,0.71,1.34,1011,465,0
2014,3,27,2,52.23,1.04,63,0.73,1.5,1011.18,426,0
2014,3,27,5,51.06,2.1,107,0.75,1.63,1011.78,389,0
2014,3,27,8,56.7,3.49,91,0.63,1.4,1013.57,336,0
2014,3,27,11,60.29,6.96,69,0.57,1.35,1013.6,444,0
2014,3,27,14,61.09,6.82,119,0.41,3.57,1010.84,90,0
2014,3,27,17,61.28,3.01,121,0.42,3.5,1009.06,95,0
2014,3,27,20,55.45,1.63,359,0.57,2.91,1009.25,111,1
2014,3,27,23,54,1.89,64,0.55,2.84,1009.1,145,1
2014,3,28,2,53.21,1.26,2,0.67,2.28,1008.45,154,1
2014,3,28,5,53.44,5.28,312,0.76,2.35,1007.82,194,0
2014,3,28,8,55.64,4.86,17,0.76,1.27,1008.74,194,0
2014,3,28,11,62.51,5.82,358,0.56,3.07,1007.89,100,1
2014,3,28,14,69.72,3.08,8,0.35,6.16,1006.32,52,0
2014,3,28,17,66.29,3.73,149,0.42,3.76,1006.1,142,1
2014,3,28,20,59.45,2.08,136,0.59,3.76,1008.71,183,1
2014,3,28,23,53.77,1.83,125,0.75,2.23,1011.5,222,0
2014,3,29,2,48.24,3.48,336,0.82,3.49,1011.51,22,0
2014,3,29,5,48.63,6.02,348,0.66,4.26,1012.1,28,0
2014,3,29,8,58.14,7.88,358,0.47,8.25,1014.66,25,0
2014,3,29,11,65.12,5.36,17,0.33,8.84,1015.09,23,0
2014,3,29,14,70.26,3.52,277,0.24,9.01,1012.59,18,1
2014,3,29,17,69.83,0.97,340,0.23,9.69,1011.08,26,0
2014,3,29,20,63.17,7.36,196,0.33,6.09,1013.61,47,0
2014,3,29,23,58.53,3.85,165,0.41,3.54,1014.2,61,0
2014,3,30,2,47.93,4.37,357,0.62,3.98,1015.27,63,0
2014,3,30,5,45.33,2.58,344,0.64,3.51,1015.33,42,0
2014,3,30,8,58.74,6.42,3,0.37,6.39,1017.07,35,0
2014,3,30,11,70.77,3.61,351,0.16,9.05,1016.86,21,0
2014,3,30,14,76.92,4.01,327,0.1,10,1014.25,9,0
2014,3,30,17,73.61,2.56,140,0.11,10,1013.73,18,1
2014,3,30,20,68.78,6.12,177,0.17,8.35,1015.87,27,0
2014,3,30,23,63.18,6.65,160,0.27,4.64,1016.1,64,0
2014,3,31,2,58.62,3.81,136,0.39,5.27,1015.45,165,1
2014,3,31,5,55.7,3.68,96,0.47,4.83,1015.3,127,1
2014,3,31,8,59.31,3.91,147,0.45,3.59,1016.63,199,0
2014,3,31,11,64.11,1.94,81,0.41,3.01,1016.94,254,0
2014,3,31,14,69.44,7.68,151,0.33,3.27,1014.63,210,0
2014,3,31,17,66.73,8.79,292,0.33,6.56,1013.66,27,0
2014,3,31,20,58.8,4.66,154,0.57,4.82,1014.47,118,1
2014,3,31,23,54.35,2.51,129,0.71,2.71,1015.4,159,1
2014,4,1,2,47.47,1.84,82,0.81,3.13,1015.29,177,1
2014,4,1,5,45.48,0.28,158,0.86,2.41,1014.83,196,0
2014,4,1,8,53.27,2.12,340,0.73,2.6,1015.37,216,0
2014,4,1,11,66.95,0.91,118,0.33,4.07,1014.12,121,1
2014,4,1,14,75.13,7.58,184,0.15,5.25,1010.76,63,0
2014,4,1,17,72.34,8.48,187,0.19,9.27,1008.75,48,0
2014,4,1,20,67.8,6.06,179,0.27,5.43,1009.79,83,0
2014,4,1,23,59.82,2.68,108,0.44,4.71,1009.7,95,0
2014,4,2,2,54.6,1.27,238,0.5,5.7,1010.56,119,1
2014,4,2,5,49.67,3.43,176,0.6,4.7,1010.91,124,1
2014,4,2,8,59.1,1.07,8,0.45,4.12,1013.52,163,1
2014,4,2,11,69.54,6.62,66,0.24,5.75,1014.67,84,0
2014,4,2,14,71.2,8.57,82,0.24,6.04,1014.57,105,1
2014,4,2,17,64.44,9.92,141,0.26,6.1,1016.18,116,1
2014,4,2,20,57.54,2.52,151,0.35,5.97,1020.05,87,0
2014,4,2,23,56.41,8.37,163,0.41,6.9,1022.9,64,0
2014,4,3,2,49.21,1.94,110,0.43,7.32,1024.13,52,0
2014,4,3,5,45.9,6.2,14,0.25,6.94,1025.61,12,1
2014,4,3,8,55.57,15.6,309,0.16,9.69,1026.09,6,0
2014,4,3,11,63.1,22.85,341,0.07,8.24,1024.49,14,1
2014,4,3,14,64.34,14.48,351,0.05,10,1022.41,14,1
2014,4,3,17,61.33,6.41,41,0.06,10,1021.6,7,0
2014,4,3,20,52.85,3.08,159,0.14,10,1022.78,22,0
2014,4,3,23,47.65,10.52,181,0.29,7.5,1023,40,0
2014,4,4,2,44.24,4.25,227,0.32,8.82,1020.61,29,0
2014,4,4,5,40.1,2.47,186,0.45,8.96,1016.26,37,0
2014,4,4,8,48.87,4.41,279,0.32,7.69,1014.47,60,0
2014,4,4,11,64.67,4.7,303,0.15,7.08,1012.73,41,0
2014,4,4,14,74.81,7.73,290,0.09,10,1009.21,24,0
2014,4,4,17,69.61,13.89,14,0.09,8.8,1010.85,16,1
2014,4,4,20,59.25,7.57,62,0.2,9.81,1017.2,14,1
2014,4,4,23,53.3,8.66,173,0.29,10,1021.1,34,0
2014,4,5,2,44.96,0.98,148,0.39,7.75,1023.16,28,0
2014,4,5,5,41.67,0.69,278,0.44,7.93,1024.09,36,0
2014,4,5,8,51.15,7.3,250,0.22,7.07,1025.48,8,0
2014,4,5,11,58.68,8.32,331,0.17,9.93,1024.77,8,0
2014,4,5,14,62.87,8.12,340,0.11,10,1021.51,14,1
2014,4,5,17,63.38,1.13,140,0.09,10,1019.47,25,0
2014,4,5,20,58.93,5.17,239,0.17,8.91,1020.69,48,0
2014,4,5,23,50.59,3.24,259,0.34,8.1,1021.1,57,0
2014,4,6,2,42.96,2.34,292,0.47,7.26,1021.24,65,0
2014,4,6,5,40.02,2.42,225,0.52,5.43,1021.29,71,0
2014,4,6,8,52.62,1.78,207,0.24,5.12,1021.53,84,0
2014,4,6,11,70.17,6.67,195,0.1,6.67,1020.1,39,0
2014,4,6,14,75.36,13.07,222,0.07,9.81,1015.88,41,0
2014,4,6,17,72.74,12.83,214,0.1,8.66,1013.66,45,0
2014,4,6,20,66.31,12.2,211,0.17,5.81,1014.43,82,0
2014,4,6,23,62.77,4.69,218,0.23,7.5,1014.3,54,0
2014,4,7,2,50.13,5.96,177,0.39,5.92,1013.98,70,0
2014,4,7,5,45.43,0.25,60,0.5,8.96,1014.09,87,0
2014,4,7,8,54.73,3.49,228,0.39,5.03,1014.84,92,0
2014,4,7,11,66.85,2.48,120,0.25,5.73,1014.19,110,1
2014,4,7,14,74.78,5.98,137,0.15,4.96,1012.07,97,0
2014,4,7,17,74.88,7.54,192,0.15,5.07,1010.63,98,0
2014,4,7,20,62.68,1.26,146,0.34,4.58,1012.42,123,1
